id,category,subject,email_text
3442,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
3443,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
3444,social,New Comment on Your Photo,You have a new notification from your social network account.
3445,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
3446,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
3447,spam,Claim Your Prize Now,Congratulations you have been selected to receive a huge reward. Click now.
3448,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
3449,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
3450,personal,Checking In,Hope you are doing well. Let's catch up soon.
3451,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
3452,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
3453,updates,Account Security Alert,We wanted to inform you about an important update to your account.
3454,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
3455,promotions,Limited Time Offer,Get amazing discounts on top products. Limited time promotion available now.
3456,purchases,Invoice for Your Order,Your order is on the way and will be delivered soon.
3457,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
3458,promotions,Special Offer for Members,Huge sale on electronics and fashion items. Shop today and save big.
3459,purchases,Invoice for Your Order,Thank you for your order. Your purchase has been confirmed.
3460,updates,Password Changed,Your account settings were recently modified successfully.
3461,updates,Password Changed,Your account settings were recently modified successfully.
3462,social,Event Invitation,Your friend interacted with your recent post. Check it out now.
3463,updates,System Maintenance Update,Your account settings were recently modified successfully.
3464,updates,Weekly Newsletter,Your account settings were recently modified successfully.
3465,updates,Password Changed,Your account settings were recently modified successfully.
3466,purchases,Receipt for Your Purchase,Thank you for your order. Your purchase has been confirmed.
3467,updates,Password Changed,Your account settings were recently modified successfully.
3468,promotions,Exclusive Deal Just for You,Huge sale on electronics and fashion items. Shop today and save big.
3469,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
3470,spam,Investment Opportunity,Act immediately to claim your prize before it expires.
3471,personal,Checking In,Just wanted to check if you are available for a quick discussion.
3472,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
3473,spam,You Won a Lottery,Act immediately to claim your prize before it expires.
3474,promotions,Mega Sale Today,Huge sale on electronics and fashion items. Shop today and save big.
3475,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
3476,spam,Earn Money Fast,Congratulations you have been selected to receive a huge reward. Click now.
3477,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
3478,updates,Weekly Newsletter,Your account settings were recently modified successfully.
3479,updates,System Maintenance Update,We wanted to inform you about an important update to your account.
3480,personal,Project Discussion,Hope you are doing well. Let's catch up soon.
3481,updates,Password Changed,We wanted to inform you about an important update to your account.
3482,personal,Call Me When Free,Just wanted to check if you are available for a quick discussion.
3483,purchases,Your Package Has Shipped,Thank you for your order. Your purchase has been confirmed.
3484,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
3485,social,Someone Liked Your Post,You have a new notification from your social network account.
3486,social,New Follower Alert,Your friend interacted with your recent post. Check it out now.
3487,promotions,Mega Sale Today,Get amazing discounts on top products. Limited time promotion available now.
3488,updates,Weekly Newsletter,Your account settings were recently modified successfully.
3489,social,Event Invitation,You have a new notification from your social network account.
3490,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
3491,personal,Meeting Tomorrow,Just wanted to check if you are available for a quick discussion.
3492,social,New Friend Request,Your friend interacted with your recent post. Check it out now.
3493,updates,Weekly Newsletter,We wanted to inform you about an important update to your account.
3494,social,Someone Liked Your Post,You have a new notification from your social network account.
3495,spam,Investment Opportunity,Congratulations you have been selected to receive a huge reward. Click now.
3496,purchases,Receipt for Your Purchase,Your order is on the way and will be delivered soon.
3497,promotions,Flash Discount Inside,Get amazing discounts on top products. Limited time promotion available now.
3498,personal,Checking In,Just wanted to check if you are available for a quick discussion.
3499,social,New Comment on Your Photo,You have a new notification from your social network account.
3500,promotions,Save Big Today,Get amazing discounts on top products. Limited time promotion available now.
